race,voucher,credit_score,eviction_history,criminal_history,income_stability,monthly_income,approved,employment_years,savings_ratio,rental_history_years
White,0,745.5782859582141,0,0,70.260329557509,4567.32651015621,4.631228958367592,7.539598149115975,0.15189184344740858,4.28415011611747
White,0,669.7774086072502,0,1,85.20560795843869,5025.8202645429865,4.98246102794085,7.810581090268801,0.17165621315164986,3.1680895869639567
White,0,676.1030582223681,0,0,85.25112942885815,6177.263249051918,5.222013650882723,5.018344700280245,0.12326801653414488,5.047299824990388
White,0,705.0464730378453,0,0,71.98062524936284,4528.5136665160235,4.614637716492747,7.821540678385793,0.17605231442589722,4.513378090712643
White,1,701.8631676001831,0,0,60.225937684021844,4106.525721190455,3.76840065007954,5.031391226551648,0.1617031827018436,2.594280605798048
White,1,788.7136129367185,0,0,45.89034064407795,1820.3315269868297,2.866983054838138,3.8990137673757634,0.16323523102953424,3.6181018394889284
White,0,653.182377148042,0,0,85.40828210384491,5720.315329320651,5.111971836916838,6.3995214801552756,0.2155799016491256,2.120709042895622
Black,0,560.9414951591061,0,0,87.897907703084,3750.8356160964654,4.72386725093465,5.477345303077743,0.13802994107503175,3.3081947686961675
Black,1,642.8112821552842,0,0,57.707565235498436,3071.877984016015,3.3739327080651105,4.2624649093896405,0.16597428955617238,5.804294746869303
Hispanic,0,681.5063236760703,0,0,85.77359809862273,3811.0080264024646,4.899515006098591,4.970416622618538,0.08357717826237007,1.4000071685579898
White,0,696.2699070908304,0,0,88.7411408181786,5158.89361220816,5.708096775147083,13.264652301616923,0.16649241605312504,2.6253779347613064
White,0,695.6131015340051,0,0,100.0,6049.381204984091,5.958627468238019,6.814183060303434,0.22275714676467223,0.10352611562230063
White,1,720.5398351154166,1,0,73.1748498077032,3526.7838300162975,4.271209422415434,7.0316522894686955,0.1571384776484684,1.8692462927059998
White,0,738.6830059606251,0,0,87.98461338977883,6259.616965987238,5.466921785899295,4.470627929819424,0.13391771169922081,3.0468197027411623
White,0,675.7133483286262,0,0,71.33965554776609,5312.669301698339,4.484375418340953,7.672466172800773,0.22444922942458156,1.5150531140160588
White,0,773.3069830430525,0,0,78.36721614771696,4293.659450135349,5.053196063212465,5.935363717075266,0.13713481616845874,5.850303992104257
White,0,784.3713575841,0,0,90.62572005733362,4884.350856620426,5.808868507121482,8.034209677414959,0.11197664439989422,3.872407034586081
Hispanic,0,671.0154035198724,0,0,69.86511636225947,3058.533424693305,4.074494372124974,4.556457823053853,0.12115401900154654,5.807586757022085
Black,0,573.1898217499426,0,0,67.29988012548797,4380.358368526502,3.831479227087302,7.392902162087317,0.08623046231335246,0.9805317539302711
Black,1,734.4080331598151,0,0,58.00586924639131,1113.45451996287,3.199810421019096,6.602788647566765,0.0739495925857663,4.18633614644581
Hispanic,0,598.9251017091436,0,0,63.12398882622653,3617.800979488409,3.639545606291145,5.204095896266792,0.10894935587766807,5.828660814765558
Hispanic,1,752.9194353167,0,0,33.09724368646465,891.073856627394,1.830249661015234,6.8893977436789395,0.14274943243901703,1.316931211325196
Black,1,682.7306066415387,0,0,47.580605462435244,1471.261665753629,2.3795154007757553,3.1972961147527528,0.15656456896692283,0.0
White,0,692.9926747453151,0,0,91.89172783105002,6021.280052935972,5.572738773406341,3.7745192618976424,0.12645804443359923,6.483536267343315
White,0,734.5111610922447,0,0,63.03541845553529,4421.98255760559,4.143639939739936,8.703887556792527,0.09032826546849797,0.0
Hispanic,0,719.9311761640008,0,0,58.13469940309663,3571.2035604248886,3.6835773327922317,5.559623976647911,0.16935311394038244,2.9401745241956996
White,0,720.1203054922793,0,0,80.03063637440674,5698.386699828074,5.149593735578882,7.751654209014605,0.10767422942135486,3.815872584423871
Black,1,684.1349402016702,1,0,49.66454662615946,1029.3537396376842,2.4266741641311995,7.890134657747537,0.12109484231795158,3.0574972349031757
Black,0,581.212365218143,0,0,71.70566026770126,3045.5294777687895,3.8141995424979718,5.513831655627458,0.18664662705296162,1.3031173689055056
White,1,741.0792270186378,0,0,80.3281313232342,4126.22396096074,4.959140109561405,5.047585691638726,0.18383840503118884,4.677310422139497
White,0,757.2898820801855,0,0,81.27988363677264,5812.838268887768,5.228378825613573,5.296400965922753,0.21625869869317157,4.031332239638534
White,0,786.7715887878401,0,0,81.70737110620696,4830.767834008149,5.413673422135921,7.041273080715011,0.09985358732832071,7.208036761224944
Hispanic,0,616.6414092148891,0,0,96.11613218417972,4853.570822576505,5.5359022472578525,6.957439239685442,0.08194372510242166,4.39922585902532
Black,1,497.22891879913027,0,0,72.41818414959714,1936.8447476756792,3.3314373390274112,5.673035132903406,0.12199177420108145,0.1500464938024746
Hispanic,1,654.7540589365252,0,0,56.12283133508433,2298.8087459587896,3.0334422256148947,4.649396367136108,0.08361156524843194,0.5131968145485151
Black,0,671.4340096465673,0,0,75.55731319103002,2412.176324882227,4.476669156610724,10.866585027624069,0.12404168212755369,3.2379825538030986
Black,0,610.6781956489835,0,0,42.42146370452632,2083.845174236097,2.410643124729723,6.477015070847959,0.07514245309539658,5.665678169639986
Black,1,636.42542300393,0,0,59.07418034651975,3479.4720595719027,3.5414468501727376,6.858937122599183,0.10702376057668596,3.4767474338142295
White,0,766.8495577316837,1,1,70.00052973206618,4461.336100952582,4.3434625228509045,8.661142026842814,0.1683415666000651,4.810638248919404
Black,1,734.1318874031757,0,0,71.53635216029858,3217.2373692117817,4.34981107561688,3.6022138083403252,0.06262243173124535,6.803868653727921
Black,0,601.0775741348607,0,1,68.71871585580219,2996.5675505352847,3.65206445292203,7.761817667283206,0.1380928102325741,2.250743484196856
White,0,722.9375935510399,0,1,72.34518779557914,4361.531888476599,4.440850665046948,7.9739762776741285,0.24596495200221863,3.1490826365701423
Hispanic,1,709.7618721016707,1,0,45.397140939411884,1503.0086080781452,2.1565169060633793,3.096694352765577,0.08380842547807983,0.212781967013715
Black,0,600.1164142068657,1,1,77.2045689507607,2970.353376538206,3.9214080755671783,7.637097223883881,0.18446473057803386,4.052858687734361
Black,1,599.7175659886627,0,0,50.969077102459906,880.0734505246517,2.240398573879486,4.655584513689423,0.1189492826110692,4.538029924707255
Black,0,623.0977552405252,0,0,67.02264351118768,2502.443303602492,3.679437251633886,5.198720504043759,0.05595054111154249,4.763733876755528
Hispanic,1,671.5297893776544,0,0,59.80846909598659,3206.848635633676,3.5401842621917483,2.6326424309595393,0.18437587445909456,6.888683515650968
White,0,670.8579735565828,0,0,67.81288899230634,4430.444117993789,4.399893194774425,8.587337091251426,0.18369456684895966,6.794814804516543
White,0,658.3660779487398,0,0,83.53566146740464,5952.128665357675,4.927045881982449,3.330623299095509,0.07682503554519908,3.4536951540785363
Black,0,645.4939264126982,0,0,70.92121282072972,3413.1690683469355,3.8344604331015466,2.6763842723731477,0.07508783730113627,0.0
White,1,644.0413471742067,0,1,67.78385695320883,3775.0180269058415,3.7672886904173875,5.425339912340309,0.21926098371432678,3.007793802665882
White,1,719.1294849827565,1,0,75.611317569488,3867.462024686278,4.360647918933499,3.5017407341959887,0.1788991473977004,5.156573795495586
Black,1,589.0332958974265,0,0,39.77794695074146,1548.6798859806963,1.8648326274673646,4.612301731154924,0.16844278863912424,1.9390776493461301
Hispanic,1,599.5470145087821,0,0,38.46990561355879,1921.9623600818336,2.0821247320075775,5.932542519546475,0.09376624289050461,4.649060554721822
Black,1,653.2530431755497,0,1,56.71653769968896,1324.5083804856322,2.656043664112065,4.573334167597836,0.16547491552610646,3.0875808439788215
White,0,778.7695277208207,0,0,69.21339228969448,4037.859627654213,4.393550204108129,4.827513426420761,0.08646384088317027,1.6432930117601379
White,1,752.8704278425593,0,1,62.149044841716616,2806.039905540534,3.5464814190810308,4.086839891022835,0.12052589769023646,1.8139898363336613
Black,0,518.1015663934933,0,0,71.18049466689774,1252.4211640882897,3.2549643467216987,6.13937095049802,0.19764870213238472,4.037535262000844
White,0,715.7561621877367,0,0,73.20709680372394,4556.768642088498,4.638840650269095,6.273196033541152,0.1457815793975575,4.779622495879833
Black,0,675.3773090247673,0,0,81.12268293035108,4552.386992730227,5.006510632562169,10.297571931459904,0.23840655023946855,0.8810226926460873
Black,0,644.9744589638666,0,0,81.021953187712,3727.833564016486,4.76891562687889,7.997278651033389,0.0742291811152153,3.984940569847339
White,0,712.2406414242859,0,0,85.03328773845567,5540.841834498442,5.231074187601866,6.733209622325465,0.1581316120794082,0.9932324485886572
Black,0,599.3679035788205,0,0,75.44929188178995,3173.295374048977,4.2766883315836495,9.245696190098723,0.1348945139726636,1.9109199874845024
Black,1,657.8035847749182,0,0,53.41753627558384,821.010614218706,2.519637278249715,5.243914046752092,0.11323357780581887,4.188020690340275
Hispanic,0,674.4140017891248,0,0,84.38595803175112,4200.004016413394,4.794625821865113,4.456919499443554,0.11688121225575694,0.0
White,0,788.7341924839743,1,0,80.47104697759313,4875.831131249036,5.201999735552571,8.838031325039513,0.1429397941273723,5.385380538933532
White,0,750.2769438451604,0,0,70.09395662924172,4832.475114679153,4.590233197637524,6.3696812856047025,0.05830357287181476,4.016930717746455
Hispanic,0,711.2742440323218,0,0,76.99379920654007,4040.966857565547,4.704415244100573,7.3185439443340154,0.17192741637296954,1.3378272756906613
White,0,650.6312776798012,0,0,79.73100147510615,4146.012326338075,4.772633520673228,8.10689403450164,0.12891616356087499,3.5024317230470507
White,0,721.9922750297436,0,0,80.44206174880452,7082.049017414821,5.241425576715466,6.74464991117217,0.16378082252601978,3.7587832877712177
Hispanic,0,631.0649061891504,0,0,74.44575938017579,2733.5169693355747,4.300524121273088,8.360756753970438,0.13479487394910974,5.247356824417334
Hispanic,0,614.8738299363679,0,0,84.02916551413958,4165.908915561547,4.901368128885808,9.108071365057171,0.1014200062378699,2.546462630290923
White,0,798.9740880930436,0,0,89.94518116028478,6375.3691025394255,5.862391098970426,8.264158767062828,0.22238847584931304,0.0
Black,1,561.8283089577498,0,0,54.133058464146224,1527.9244100313658,2.730319105558291,6.569115734778405,0.17260423417065052,6.540523806196086
Hispanic,0,634.0822171028069,0,0,86.50834649684363,4367.588746672364,5.033025684723911,5.603579835325943,0.1910666307584538,5.6116593798696375
Black,1,593.9438824217921,0,0,59.77811846269385,2360.3685509967127,3.0795041170429713,4.450469415323611,0.2076816482341731,1.5013161533946036
White,0,614.6226217164323,0,0,80.81861341081756,5201.795535643614,4.800076647162217,6.006365069027911,0.12484287610119567,5.820608340909299
White,0,767.3385554504122,1,0,94.74460326606835,6456.665518145195,5.979234610690664,9.783104679523232,0.08046973782016355,3.4496492306784994
White,0,752.5840116127985,0,0,82.46886901532267,5263.911072433971,5.339710810470475,9.721222409704568,0.11024889572592551,0.9150314772889443
White,0,739.0464248473913,0,0,77.5807887286771,5199.013566785324,4.765909342161963,3.6296109383841837,0.1369524736121034,1.5657789078347717
White,0,776.3575517946575,0,0,85.92950809425129,5304.053005782256,5.476794788877317,7.569493121107488,0.10640352559456756,0.8078646605269237
Hispanic,0,698.19963762212,0,0,89.14743819359813,4028.647431215912,5.383786683059152,5.526903554918409,0.0729436372424792,8.403429304834924
Black,1,651.3669721116163,0,0,63.91578456695117,2301.112715185794,3.6334065431631797,5.149584526371612,0.016024862461626557,7.236888510977594
White,1,727.8353324419633,1,1,77.12490944081979,3356.602258103213,4.166674947287678,5.679450844380598,0.07459757983093068,1.1172625276046557
Hispanic,0,647.4783425405809,0,0,61.556595278551086,4101.909516288941,3.683978972432457,4.344943348060907,0.10403599262669636,4.356579987794485
White,0,771.1240585116554,0,0,82.2794726206261,6047.030676228119,5.151686141558447,3.905894156554685,0.2354852006059279,0.0
Black,1,608.1477723028372,0,0,64.18804646702357,2552.206341847027,3.461664045365592,5.238201136995414,0.10244370568771066,3.1647921173041555
Hispanic,0,675.7491822402086,0,0,68.3571902552568,4185.966269842693,4.3544174433859695,8.429720068334555,0.21382515276749625,5.020544459139748
White,0,711.6341488416095,0,0,69.72686576949027,4530.709521635692,4.682796718455164,10.527740464114556,0.11982183786118052,5.551612632990787
Hispanic,1,683.50669182336,0,0,70.75500021130637,2431.6603023798525,4.197937399984062,8.985964239688983,0.13215158653865358,3.7125966851975845
Hispanic,0,715.1526092192688,0,0,78.41830321846106,3642.143029386742,4.843631802233428,8.325506915508429,0.06801345957687839,3.6704396934110832
Black,0,615.5945864447702,0,0,69.65686669250191,2221.4863235355224,3.8627486714684927,7.557807214678023,0.13917747186313884,5.071344726480205
Hispanic,1,601.1738228555482,0,0,62.61577484065407,3224.9431109253846,3.5857806937777763,6.530054390309035,0.05798230818303256,4.594242586073908
White,0,761.8381672583948,0,0,99.5466254346249,5429.242375163673,6.167591272458672,6.540568321176464,0.17814759914576145,3.665903531064158
White,1,734.9028462942575,1,0,74.99779579517522,2860.9609189720495,4.192283047873553,2.973471382817456,0.2227151236856192,4.904750678932687
White,0,683.935680796357,0,0,86.77963289599334,5362.297825240068,5.182746802084223,4.650043415455336,0.06871595846700894,3.635230241628442
Black,0,629.4995359913428,1,0,66.58334716380242,3100.0391455591375,3.568079603995409,3.589013112310212,0.053379055606948195,6.821631207248547
Black,1,620.7728877826536,0,0,55.38573241976254,1856.291839023412,2.9773490627939676,6.489297898232632,0.1822582426867613,3.5487114907265873
White,0,725.9126230428056,0,0,69.12066541370925,4792.674398412179,4.595498572706682,9.07634895338847,0.19955019922825162,3.4112423529281477
Black,0,637.9910440362926,0,1,83.45871058375639,3826.2771657354115,4.608375676692894,7.041774325998156,0.20397980773246294,2.64937363449535
Hispanic,0,560.9521941583598,0,0,66.21864926927356,3114.323694679998,3.820514147921651,10.274084428640549,0.20052082685589334,4.320745287769928
Black,0,578.8245590258259,0,0,60.63480154194509,2981.9745443609872,3.2513485290628608,5.748030412993127,0.17267039684005536,1.2503237010552208
White,0,758.1153071184151,0,1,72.74528290641898,4895.395892351419,4.595665387732652,5.9428065701632455,0.17696103350487333,5.755536432941161
White,0,643.8041078715016,0,0,82.31406351277415,4676.65242188401,5.045733533740435,9.936986808724257,0.19993323032418303,3.6264691585659072
Black,1,581.5369938510172,0,0,68.38249630762076,2240.3780577872426,3.5942849064883897,5.375684814542333,0.20394961782845122,4.927708776711919
White,0,726.1692607329254,0,0,76.05841903473926,4287.7732960182875,4.6070981915719065,3.023736371616666,0.17363103248541728,4.2967793385337965
Black,0,638.7455910730278,0,0,72.99195622180089,3005.3488946173693,4.190571838008714,6.384596758932126,0.04528806984095243,5.199881803771223
White,0,747.4039170506446,0,0,65.96301615254758,4093.2652538520697,4.3066142451206435,6.450333186903486,0.09533541462115705,4.330774613421109
Black,0,536.5041222379627,0,0,61.919465709099626,2315.279124237366,3.4449100192000017,11.313508977247375,0.09108155638702259,5.138289598450641
Hispanic,1,676.0721362357117,0,0,35.14205087713817,1193.1339321118455,1.6422595394309156,2.218258818191439,0.1616075705941305,2.036085851046343
Hispanic,1,633.7631696097395,0,1,45.95234778332999,800.0,1.7767034648537796,4.68485479755392,0.03900195097384204,2.560589241780728
Hispanic,0,659.0782174747752,0,0,66.96658024709525,2543.8126940115644,4.138858698218463,11.044349717657209,0.18958489780105497,6.103239088010914
White,1,721.1880491339701,0,1,46.74098905887394,800.0,1.951947340364114,1.4517793754424928,0.04998776634637829,3.6970013327394975
Hispanic,0,659.6146224058787,1,0,75.42039036997231,2903.8732518098973,4.070981123963439,7.4370151720922415,0.06736907459606585,0.508571133927064
Black,0,564.7154247657797,0,0,71.91362254111611,3999.793947283622,3.987419761662358,5.665602403011776,0.07553105292948405,3.813064306571279
Black,0,609.1208523089651,0,0,61.40459178657886,2147.20280681147,3.419371949527751,8.270466043709067,0.06514594840671849,4.336726321164746
Black,0,716.7515382163881,0,0,75.27071198678115,2856.277855930485,4.587687949719998,9.227391356770049,0.21052829797642064,2.424094863927093
White,0,703.6700181856982,0,0,75.36202730350121,5285.237186754515,4.862781699134859,9.210676676020233,0.07498223294282447,2.652498470809301
Black,0,599.1644120189301,0,0,78.24884037728785,2245.2324995356457,4.351425901709314,9.633091545245376,0.21413726973927028,4.792262429037907
White,0,761.7634654987494,0,0,89.46548527716783,5968.91229627719,5.7865822881323385,9.873136703453675,0.17768197931229426,0.5933509102701127
Black,1,546.7264192734445,0,0,59.05354169329135,1663.0737728385502,2.697127754637359,5.041041339149885,0.12283535668666178,0.0
Hispanic,0,727.6285126997836,0,0,83.98346125075528,3953.0057646661303,4.893103057257123,2.7715055005343894,0.23300366814286624,2.0956250024148764
Hispanic,1,612.234845693747,0,0,69.42763725152311,2010.7029409574266,3.5613483272806357,4.508633037217336,0.10271742600936071,2.6592542312670764
White,0,742.1798767589108,0,0,94.94005247707545,6946.434857344356,6.157706522945301,8.207019272312802,0.19424276130026877,5.912932240085972
Hispanic,1,702.386585739082,1,0,41.47657496890124,800.0,1.671071446939303,3.8845850367030446,0.03272176184286665,0.9915186209332432
White,1,691.1494411604829,0,0,56.04311488304228,3787.99527590824,3.4907163782304753,3.5984217949875923,0.07252810707387794,5.454134584879506
Black,1,520.895058070279,0,0,35.38033149321684,1166.5167196270738,1.537084580425825,8.628701152779549,0.18409336386467196,3.279343841761861
White,0,785.6045359661368,0,0,91.04263067260668,5509.326154729652,5.788602882545812,5.680550658531121,0.11625109841281007,4.2176409021326675
White,0,725.5243991336938,0,0,86.84493024696896,5272.342975101413,5.46359617477015,8.358172036831697,0.13443881293766302,2.6206759494874006
Black,1,652.7129792772631,0,0,50.79760925135023,3123.548882545701,3.0411574594309623,6.155903564688103,0.17845057486897176,1.7542125543729934
White,0,777.5159776138178,0,0,88.46722338770843,5273.644377955392,5.423549183932438,4.3409580833636525,0.15661207576328104,0.0
Black,0,654.8839036510619,0,0,77.31672326620912,2413.7311573655747,4.21598010101567,4.670779452548057,0.06284057645054553,3.7902808902467697
Black,0,443.362301002915,0,0,75.34135942265985,2518.446992207971,3.8079019230184974,9.751480773752332,0.24909432442145887,4.813610490319148
Hispanic,0,675.4376589968508,0,0,74.54357146666204,3975.3751606959695,4.419822688989362,6.246790512116938,0.09347062051048774,1.847829493455469
Hispanic,0,626.5098946375238,1,0,62.56641262390646,2285.742247699678,3.416382890119019,10.195398651921831,0.18243370052277508,2.554876971369123
White,1,748.6407534963917,0,0,64.24647758740443,3023.273898753203,4.014466968149118,6.644721878229762,0.14721804196577565,2.0404928991612925
White,0,793.6139456723288,0,0,81.99776221835094,5256.975159783657,5.369229586777565,7.09480710122292,0.12828164248652005,2.921088088122785
Black,0,491.897639896468,0,0,58.65872337521567,2166.488154056796,2.856749849642461,7.695197541949571,0.15612116931096587,2.3833056033862343
Black,0,584.6896929627742,0,0,69.43914273721326,3708.697808749294,3.716075194433802,4.447034946667017,0.09168238113617873,0.17076821041885015
Hispanic,0,810.3149316717477,0,0,88.69061299842465,4540.342997385303,5.496636844533645,3.0175060399387568,0.19578872223500482,3.4326202187728123
White,0,749.3609097315214,0,0,83.44133704828066,5163.819900585971,5.168024853687216,5.162546729989108,0.17257839594502788,1.6137036344173548
Black,1,661.3793155201993,0,0,57.385575315418045,1548.6342024767303,3.012192357904272,5.2119445565191365,0.15629960086479827,2.6453321536050014
White,0,631.6877032575205,1,0,87.31110839689474,5420.797402330121,4.971739500780957,6.204153978385152,0.14515441027537165,4.5758441663706355
Black,1,638.5056389789688,0,0,69.45635046658087,3230.4973336110725,3.924340835298506,4.425181980348585,0.17569507675306895,3.8316101762964547
White,1,792.4346599322756,1,0,63.805768392641575,3053.011307667357,4.0879560098783045,7.263748047792073,0.1858838002988705,6.183103299078219
White,0,739.6084414103663,0,0,84.40248030210398,5870.270544006646,5.365277194844873,6.412785682004747,0.2870781896571487,2.8927248646301766
White,0,693.1558805530522,0,0,65.25049320289662,3874.371772282928,4.0873551601708344,6.106163275427968,0.18059642445454055,4.8685076035280215
Hispanic,1,643.2257783863633,1,0,77.98414979164819,2106.4047190362344,3.823604890474013,3.970474944163591,0.12754314143613382,0.7230381833868398
White,0,720.8108450055468,0,0,76.36215470390128,4640.769164112724,4.780031523227763,5.343865613548026,0.22048201932038158,4.708006038291705
White,0,728.9824791306962,0,0,83.94111930370858,5888.1992522093815,5.274739736551862,6.107090545694176,0.11967667011973118,2.7214203622560644
Black,0,658.8814871883909,0,0,75.79581247984804,1385.0121933109979,3.904119672090869,4.2733874875247855,0.19302922165906364,5.3025267028438705
Black,1,621.6161314450546,0,0,53.393351516252785,1588.4020441321718,2.6977367570545967,5.09489706127241,0.13236139712275322,2.6327546852484187
Black,0,660.4005841298617,0,0,60.7688081576347,1823.8198414463636,3.301114533026578,5.433019316649901,0.030468616754438807,3.9759924457820874
Black,0,655.1759698574934,0,0,70.63107121492024,3140.7799526650165,4.4033248497435,9.063246225743281,0.13959402264527077,9.047126253583063
White,1,735.3926619068823,1,0,66.40910878386947,4207.197171940648,4.006128324867925,5.623970142366209,0.2261473543021369,1.9082498890054496
Black,1,507.5579636171799,0,0,35.90202330341073,800.0,1.2081324609260127,5.710097213192313,0.09267612673869485,4.424965898029746
White,1,655.0328917075615,0,0,67.1092616196393,3247.5926589681835,3.848875433672599,5.452750405680134,0.01393038923276374,2.3110792912115277
White,1,801.2319298241378,0,0,62.95214742394264,3114.013592592065,3.84602199797239,2.183837379950993,0.19036197548150124,0.10652242127796896
Hispanic,0,649.3151563507819,0,0,64.48836393649806,3886.157319119121,3.904809225312248,5.349392368355669,0.08784960845401976,5.956168598701996
White,1,747.7823455044297,0,0,54.12932487065082,2994.738492015921,3.482746103918346,5.123874043035301,0.14593686946134687,3.966225497841728
White,0,706.4268989456157,0,0,77.54934912956739,5204.562182386346,4.822879364355048,6.015893975979604,0.17214780316423517,2.6663408920301133
Hispanic,1,677.7796972588715,0,0,65.06363471062063,938.1201765474502,3.0737896052586833,4.723454666971397,0.06212735499399065,0.0
White,1,787.8098719706841,1,0,65.1006700852258,2467.7841710696403,3.88326135650932,6.517045081529462,0.1329889738020201,2.742288382877379
White,1,776.8585736266002,0,0,64.15092676464646,3169.2553859120167,4.148683516056221,6.30320450989771,0.10432882758216452,3.7535670034488686
White,1,801.6506271124591,0,1,82.64971854126443,4005.0684762478745,4.9839006985531435,4.972593227594411,0.2579273394838377,2.6331260930864384
White,0,751.7173606726892,0,0,88.37209486728682,4894.353038467167,5.509460748116637,7.979295324349993,0.2056603315239784,0.6576728693299878
Hispanic,0,686.6900019196466,0,1,78.62511011344172,4016.007558595474,4.641788498401203,6.941058086564447,0.2192635216617313,6.234353565452169
White,0,750.348817291407,0,0,83.49975535625688,5516.9393798769615,5.315845261490296,4.754112713327901,0.13185705623683053,6.024391376992895
Hispanic,1,674.5200571999014,0,0,62.07121277070873,3021.508013095383,3.757236314272082,7.596740008893509,0.13847311074456217,2.9561429294443347
Black,1,565.8200154593167,1,0,56.39223398463616,2272.8260209456985,2.666248939979256,6.214254607699354,0.059591454835674615,1.0517916152623372
Hispanic,1,691.7282405607001,1,0,81.71993209494292,3293.962442834022,4.570240045476362,5.315542622507337,0.14417371935159953,4.553458553270163
White,0,718.4444330659759,0,1,78.1151314024117,4323.151175343074,4.736976416571183,8.538409297778319,0.04947063607814356,3.7188629861067013
Hispanic,1,696.5709164480254,0,0,69.04749803258824,3013.7751516181975,3.937823998459765,2.754676866000372,0.1787326220857594,3.1234514956850616
White,0,702.7102343086591,0,0,65.98745985800232,4888.678852335862,4.257158654280165,5.911045816448282,0.18231715962855127,4.667538970018489
Hispanic,1,670.3728479676212,0,0,68.55001634710223,2430.3558976230674,3.8478321314361175,4.226504675044795,0.08809342304165288,5.119292505125578
Black,0,568.5381820917924,0,0,47.06337977629339,1671.3368333521717,2.467926762343881,6.696553494191961,0.1390022059239436,7.2641618121831835
White,0,709.3581763474239,1,0,75.73019628493238,5357.089626771133,4.634962846918353,7.096311108439018,0.08581765308390729,3.798494125862017
White,0,764.1830237113354,0,0,66.77827043359991,4626.934491964041,4.548652935052987,7.360472770918629,0.16021590028311958,5.522500317375796
White,0,651.0998872347908,0,0,80.33601707353556,5158.11201917774,5.038661939828592,10.462393803278722,0.17028419268702255,3.496820875545542
White,0,702.1752195247952,0,1,82.57729741211052,5348.606487449758,4.928248083324995,7.056376566874384,0.15403943700447537,2.7475210447421072
White,0,729.5657364305674,0,0,81.72891684787693,5144.532057572,5.424120461935072,11.3039651340086,0.14106472348733542,4.917445442877473
Black,1,552.7280453916137,1,0,54.93396089516635,2207.729286763823,2.362195325760857,3.1509742525020625,0.12720751978114275,0.03576507715910404
Hispanic,0,790.0093289043042,0,1,90.48917953418203,3776.754729240363,5.5240923644913655,7.739989014455041,0.22125518260172,5.256612772871911
White,0,687.4639832753594,0,0,69.94304912681807,3981.114873239475,4.420293491989245,8.412813217306448,0.09572017455330777,4.686093731656351
White,0,637.2448984364419,0,0,97.16075946398517,7462.918413746872,6.011407126768691,10.011014297098393,0.14984752370543514,3.7371421978436117
Hispanic,1,678.9943804082785,0,0,51.87530167707666,1709.3436202864775,3.000755833603647,7.2403789208136935,0.1113616481532168,4.759060955434777
Hispanic,0,607.0479300142647,0,0,76.43737437820857,3772.978612045662,4.566159242624452,8.952454171993141,0.12183899311410802,6.702462152918606
Hispanic,0,555.7662815902459,0,0,85.86915617789,4402.962865546716,4.801832300218694,6.695324906919599,0.11183980434100207,5.107990492317358
White,0,692.7552070677831,1,0,83.5976570416602,5435.991566969058,4.7672105742988276,2.300240405134038,0.2291613689523559,4.0189366741442
White,0,731.2331696703778,0,0,82.52398206652049,5008.916431599306,5.20068689872838,7.379343087978672,0.18938096137874805,2.816975223366092
Black,1,659.2525994596119,0,0,68.95707481867505,2398.094643125705,4.028613122650791,6.721484850473881,0.11143797707348077,7.572445949575723
Black,0,750.3382102420313,0,0,78.03316042737829,3110.593310299998,4.7714649391238435,7.684750179255015,0.2192339519033778,1.6634297583407645
Black,0,589.22253019939,0,0,57.01196445948138,2732.2616682599623,3.0336889299092378,5.326488617794828,0.10343637993091176,1.429615284789938
Hispanic,1,629.9107693434278,0,0,56.556540950662914,1778.7358232411316,3.032151202531501,7.060235700180927,0.23695241197255534,2.1097435195055287
Hispanic,1,692.4859276478854,1,0,67.33215837621594,2229.015451854393,3.6787450724704094,6.0034892334219325,0.16019538951774648,4.252265816881321
Black,1,642.3156805904521,1,0,63.439892521191965,2357.39555133561,3.568745810134069,7.599280748618941,0.15210258167177923,8.494805699369259
White,0,850.0,0,0,77.67044986551466,4392.242645581562,5.2906625321336795,8.239412360358223,0.14435345650074594,3.0035119247679534
Black,0,620.6552113369224,0,0,85.8371754563954,3039.8464772828834,4.891813850818613,9.279257509231524,0.07562702293499073,3.8532395014549037
White,1,568.074266688298,0,1,78.30451671562317,3507.6948065669826,3.7557401604163307,1.290781378203178,0.1235166394961636,1.157518765354522
White,0,700.1484654667046,0,0,66.25826547628458,4047.284554887457,4.142440903722404,7.309562408019543,0.10273848463715005,1.8292321205588122
Black,0,602.2762738777906,0,0,80.99073062553965,3407.248133078451,4.638279373066729,8.509963888221494,0.29095569413760236,3.9208483187480936
White,0,753.688355495095,0,0,82.55699538048142,5990.637830810677,5.376645275975868,8.385302633900675,0.08483359124744189,1.9772124642755897
Black,0,581.0718436149684,0,0,61.02410995243138,3028.0701445879276,3.269993057070821,6.2963014595031614,0.1189151840816514,0.0
White,0,748.9423786608868,1,0,71.81865778362325,4257.960563336084,4.464846643934271,7.664981961578754,0.21400635570138044,3.2606142492368546
Hispanic,0,640.7567944820976,0,0,73.43055194722821,4273.188781056346,4.347849049350477,7.6662441138844075,0.1577947609803964,0.9500034930757728
Black,0,548.059038130826,0,0,77.49555037445128,3152.0506793486807,4.218097973312151,7.974018518347078,0.039695416333564576,4.230603556879031
Black,1,617.8493363414218,1,0,44.13086305083287,1134.1857677611504,1.824967113174115,3.685289316677374,0.1987982159597726,3.935243431990602
White,0,787.6867393109867,0,0,73.6914496128758,4564.340089083894,4.749751297178977,4.543082442897935,0.09514641148349111,3.500102607973989
